ncols	10							
nrows	10								
xllcorner	100								
yllcorner	100								
cellsize	1000								
NODATA_value	-999.999								
59.60619272	19.2846748	30.26589442	92.01918154	76.79332928	8.099304909	9.586416517	15.39233217	29.28258282	57.24967779
19.3533321	47.48853658	99.35089484	49.56379238	99.33699794	14.74351172	70.08558647	32.63332299	66.31628533	30.47392392
2.355480353	16.97688288	15.16543174	40.03723504	56.71891338	58.69767066	8.893720545	16.90112732	74.88958113	66.25845087
2.298712689	37.25722487	6.378447605	53.50083919	81.62591731	80.65085142	27.22434121	3.090242317	48.14609642	22.28346363
12.96229128	55.44319288	54.95304338	49.26009581	5.39342139	17.67588761	3.933001882	0.293083788	27.91672303	18.75443402
30.72197948	55.97606724	51.92937939	72.22575241	34.5248148	65.91480397	61.50870484	71.96309594	69.08937746	6.33674534
95.09563511	65.24644625	12.10880146	26.53651665	85.96950309	64.03895072	76.25950499	90.07944525	18.75755964	19.10327109
30.40689342	10.75513293	77.69032424	13.21452009	6.546551494	33.89110001	83.03072046	46.93895479	36.50973395	98.80709427
19.37982789	45.66774308	18.71071517	21.66887167	62.89576173	58.4985059	73.58860659	17.54713775	98.98138292	7.966361598
53.47098335	63.61581746	58.93411998	6.984627801	80.097756	7.032838021	42.56553482	73.29164743	87.78895569	44.41971588
